Customer_ID,Monetary_Score,Behaviour_Score,Credit_Avail_Score,Score_weighted_50_35_15,Score_weighted_40_40_20,Score_weighted_40_35_25
CUS_0x6fec,23.875,51.625,43.0,182.28125,194.0,191.84375
CUS_0x6fef,28.0,48.5,46.0,189.375,199.00000000000003,198.375
CUS_0x6ff5,24.875,43.875,45.0,172.71875,182.5,182.78125
CUS_0x6ffa,23.125,43.625,33.0,158.90625,166.5,163.84375
CUS_0x6ffb,25.5,44.0,36.0,167.75,175.0,173.0
CUS_0x6fff,21.75,45.5,46.0,168.5,180.5,180.625
CUS_0x7007,22.5,42.875,35.0,157.53125,165.75,163.78125
CUS_0x700d,23.75,34.625,19.0,134.21875,135.75,131.84375
CUS_0x700f,23.625,55.25,30.0,178.25,187.75,181.4375
CUS_0x7011,28.0,37.0,29.0,156.5,159.0,157.0
CUS_0x7015,30.0,44.625,28.0,174.09375,177.25,173.09375
CUS_0x7016,21.0,53.75,43.0,178.8125,192.5,189.8125
CUS_0x701f,21.25,57.25,42.0,184.8125,199.0,195.1875
CUS_0x7023,23.875,59.0,46.0,197.4375,211.75,208.5
CUS_0x7025,19.75,33.0,21.0,122.875,126.5,123.5
CUS_0x7029,22.625,37.25,35.0,148.0,154.75,154.1875
CUS_0x7032,24.875,32.375,38.0,147.34375,152.5,153.90625
CUS_0x7033,24.875,51.625,46.0,187.03125,199.00000000000003,197.59375
CUS_0x7036,23.5,34.0,24.0,136.25,139.0,136.5
CUS_0x703c,25.625,51.0,46.0,187.8125,199.25,198.0
CUS_0x703d,25.125,48.75,38.0,176.625,185.75,183.0625
CUS_0x703f,23.75,46.875,37.0,169.15625,178.25,175.78125
CUS_0x704,26.25,52.875,38.0,186.65625,196.25,192.53125
CUS_0x7040,25.75,41.625,42.0,168.71875,176.75,176.84375
CUS_0x7042,25.375,43.0,36.0,165.6875,172.75,171.0
CUS_0x7044,24.75,41.75,33.0,159.6875,166.0,163.8125
CUS_0x7045,20.625,37.625,21.0,133.15625,137.5,133.34375
CUS_0x7047,25.125,38.25,30.0,152.25,156.75,154.6875
CUS_0x7051,23.625,54.5,49.0,191.1875,205.25,203.875
CUS_0x7058,28.0,48.75,44.0,188.3125,197.5,196.3125
CUS_0x705d,24.625,49.625,47.0,183.65625,195.5,194.84375
CUS_0x705e,27.5,44.875,37.0,175.03125,181.75,179.78125
CUS_0x7067,24.125,57.25,48.0,196.5,210.75,208.4375
CUS_0x7069,24.75,56.75,40.0,191.1875,203.0,198.8125
CUS_0x706a,23.875,52.75,39.0,181.25,192.25,188.8125
CUS_0x706d,21.5,38.875,22.0,138.28125,142.75,138.53125
CUS_0x706e,24.875,52.75,47.0,189.75,202.25,200.8125
CUS_0x7071,21.375,33.625,25.0,131.03125,135.0,132.84375
CUS_0x7072,25.0,43.125,44.0,170.96875,180.25,180.46875
CUS_0x707a,24.25,41.125,34.0,158.09375,164.75,162.96875
CUS_0x707c,24.375,39.625,38.0,158.78125,166.0,165.59375
CUS_0x707d,22.75,51.625,41.0,177.96875,189.75,187.09375
CUS_0x7080,23.75,38.625,28.0,147.96875,152.75,150.09375
CUS_0x7081,24.0,37.5,19.0,139.875,142.0,137.375
CUS_0x7084,26.625,31.5,32.0,145.6875,148.25,148.375
CUS_0x7087,21.5,49.125,38.0,168.21875,179.25,176.46875
CUS_0x7088,24.75,44.625,43.0,172.21875,181.75,181.34375
CUS_0x708e,21.5,36.5,39.0,146.875,155.0,155.625
CUS_0x708f,24.875,43.25,19.0,152.125,155.25,149.1875
CUS_0x709,27.5,51.5,40.0,188.875,198.0,195.125
CUS_0x7091,21.375,42.5,35.0,154.0625,162.75,160.875
CUS_0x709a,25.25,50.875,47.0,187.40625,199.25,198.28125
CUS_0x709b,27.5,50.625,46.0,191.84375,202.25,201.09375
CUS_0x709d,29.625,34.875,30.0,157.59375,159.0,157.78125
CUS_0x70a0,24.125,36.875,30.0,147.34375,152.0,150.28125
CUS_0x70a3,27.25,36.625,29.0,153.96875,156.75,154.84375
CUS_0x70ac,24.75,42.375,45.0,169.78125,179.25,179.90625
CUS_0x70af,26.25,42.875,25.0,159.40625,163.25,158.78125
CUS_0x70b,24.625,38.75,40.0,159.375,166.75,167.0625
CUS_0x70b2,21.75,48.5,46.0,173.75,186.50000000000003,185.875
CUS_0x70b3,21.875,34.125,34.0,139.90625,146.0,145.96875
CUS_0x70bc,23.875,47.5,35.0,169.0625,177.75,174.625
CUS_0x70bd,21.375,33.25,38.0,140.125,147.25,148.4375
CUS_0x70bf,29.875,52.125,40.0,195.90625,204.0,200.96875
CUS_0x70c5,21.625,53.125,37.0,174.78125,186.5,182.46875
CUS_0x70c9,24.875,36.0,34.0,150.6875,155.75,155.25
CUS_0x70d,29.25,42.125,36.0,173.84375,178.75,177.21875
CUS_0x70d0,24.25,52.875,38.0,181.65625,192.25000000000003,188.53125
CUS_0x70d4,24.625,45.75,46.0,176.125,186.75,186.8125
CUS_0x70d5,23.75,41.375,34.0,157.28125,164.25,162.40625
CUS_0x70d6,24.0,36.375,20.0,138.65625,140.75,136.65625
CUS_0x70d8,23.75,58.25,44.0,194.3125,208.0,204.4375
CUS_0x70dc,23.625,35.0,23.0,137.5625,140.25,137.25
CUS_0x70e,24.125,45.0,47.0,174.3125,185.25,185.75
CUS_0x70e8,24.25,34.375,35.0,147.03125,152.25,152.40625
CUS_0x70ea,28.375,32.75,27.0,148.5,149.25,147.8125
CUS_0x70ee,22.375,58.25,46.0,192.375,207.25,204.1875
CUS_0x70f1,30.625,46.5,34.0,183.4375,188.25,185.125
CUS_0x70f2,23.625,29.125,37.0,137.78125,142.5,144.46875
CUS_0x70f6,27.5,34.5,27.0,149.375,151.0,149.125
CUS_0x70f7,23.875,41.0,32.0,155.4375,161.75,159.5
CUS_0x7101,25.5,56.25,44.0,195.1875,207.5,204.4375
CUS_0x710a,23.25,36.375,24.0,139.78125,143.25,140.15625
CUS_0x710b,24.875,53.75,44.0,189.25,201.25,198.8125
CUS_0x710e,24.875,54.125,40.0,186.90625,198.00000000000003,194.46875
CUS_0x710f,25.0,38.25,29.0,151.1875,155.5,153.1875
CUS_0x7110,24.0,42.75,46.0,169.3125,179.5,180.3125
CUS_0x711b,25.25,50.375,38.0,179.78125,189.25000000000003,186.15625
CUS_0x711e,22.0,49.5,40.0,171.625,183.0,180.625
CUS_0x7127,24.875,57.5,44.0,195.8125,208.75,205.375
CUS_0x7129,25.875,53.625,44.0,191.53125,203.00000000000003,200.59375
CUS_0x7136,23.75,54.375,42.0,186.03125,198.25,195.15625
CUS_0x713d,31.0,42.625,33.0,176.84375,180.25,177.84375
CUS_0x7145,21.0,50.375,45.0,174.40625,187.75,186.40625
CUS_0x7148,21.625,39.5,30.0,145.6875,152.25,149.875
CUS_0x714a,21.375,49.5,36.0,167.0625,177.75,174.375
CUS_0x7152,24.0,39.875,32.0,153.78125,159.75,157.78125
CUS_0x7154,23.625,34.25,35.0,145.25,150.75,150.9375
CUS_0x715e,26.125,37.625,30.0,153.65625,157.5,155.59375
CUS_0x715f,24.375,44.0,44.0,170.9375,180.75,180.75
CUS_0x716,27.25,36.25,18.0,145.0625,145.0,140.4375
CUS_0x7165,22.0,35.875,22.0,134.28125,137.75,134.28125
CUS_0x7167,22.25,33.0,18.0,126.875,128.5,124.75
CUS_0x7168,25.75,31.5,35.0,145.75,149.5,150.375
CUS_0x716c,21.75,58.375,38.0,185.03125,198.25,193.15625
CUS_0x716d,24.25,60.875,43.0,199.40625,213.25,208.78125
CUS_0x7174,29.375,30.75,31.0,150.5,151.25,151.3125
CUS_0x7177,24.5,46.625,39.0,172.09375,181.25,179.34375
CUS_0x717a,24.125,56.25,37.0,186.5,197.75,192.9375
CUS_0x717d,21.5,58.0,47.0,190.5,206.0,203.25
CUS_0x717e,25.125,39.75,30.0,154.875,159.75,157.3125
CUS_0x7180,29.75,32.25,22.0,147.3125,146.0,143.4375
CUS_0x7181,29.5,38.375,22.0,157.40625,157.75,153.65625
CUS_0x7189,24.125,39.0,34.0,154.0625,160.25,159.0
CUS_0x718a,27.0,45.0,19.0,160.5,163.0,156.5
CUS_0x719,26.0,51.875,46.0,190.28125,201.75,200.28125
CUS_0x7197,25.375,39.625,36.0,159.78125,166.0,165.09375
CUS_0x7198,22.0,57.5,36.0,182.625,195.0,189.625
CUS_0x719f,30.0,52.625,44.0,200.09375,209.25,207.09375
CUS_0x71a,25.5,28.625,25.0,132.59375,133.25,132.34375
CUS_0x71a0,38.0,56.5,48.0,229.875,237.0,234.875
CUS_0x71aa,25.0,36.75,27.0,147.0625,150.5,148.0625
CUS_0x71ab,22.75,42.875,33.0,156.65625,164.25,161.78125
CUS_0x71b6,30.0,50.125,35.0,188.96875,195.25,191.46875
CUS_0x71b8,24.0,43.375,35.0,162.15625,169.75,167.65625
CUS_0x71ba,26.25,45.5,30.0,167.75,173.5,169.625
CUS_0x71bc,25.75,32.5,25.0,140.0,141.5,139.625
CUS_0x71bf,22.875,31.125,28.0,132.65625,136.0,135.21875
CUS_0x71c1,22.75,56.75,32.0,180.1875,191.0,184.8125
CUS_0x71ca,24.625,32.625,23.0,135.90625,137.5,135.09375
CUS_0x71d,24.625,34.75,37.0,150.125,155.75,156.3125
CUS_0x71d2,26.375,37.375,37.0,159.09375,164.5,164.40625
CUS_0x71da,25.5,38.875,25.0,150.53125,153.75,150.28125
CUS_0x71dd,26.0,59.75,44.0,202.5625,215.5,211.5625
CUS_0x71de,25.5,46.375,37.0,172.65625,180.75,178.40625
CUS_0x71e0,22.25,61.0,41.0,193.125,207.5,202.5
CUS_0x71e2,25.75,58.75,47.0,202.4375,216.0,213.0625
CUS_0x71e8,25.125,39.0,22.0,147.5625,150.25,146.0
CUS_0x71eb,21.0,37.5,31.0,141.375,148.0,146.375
CUS_0x71f1,24.0,32.875,18.0,131.03125,131.75,128.03125
CUS_0x71fa,24.375,28.5,25.0,129.5625,130.75,129.875
CUS_0x7200,26.5,36.125,32.0,153.46875,157.25,156.21875
CUS_0x7202,27.5,38.875,21.0,152.53125,153.75,149.28125
CUS_0x7204,29.0,46.5,30.0,176.375,181.0,176.875
CUS_0x720a,21.75,35.625,22.0,133.21875,136.75,133.34375
CUS_0x720e,27.75,43.625,28.0,166.71875,170.75,166.84375
CUS_0x720f,21.375,35.125,26.0,134.40625,139.0,136.71875
CUS_0x721,28.25,37.5,29.0,158.0,160.5,158.375
CUS_0x7210,22.75,44.375,33.0,159.28125,167.25,164.40625
CUS_0x721f,25.5,45.75,47.0,179.0625,189.5,189.8125
CUS_0x7223,25.625,42.375,38.0,166.71875,174.0,172.90625
CUS_0x7225,26.375,36.25,32.0,153.375,157.25,156.1875
CUS_0x7226,23.875,58.25,44.0,194.625,208.25,204.6875
CUS_0x7227,22.25,36.25,40.0,149.0625,157.0,157.9375
CUS_0x7231,24.625,22.0,27.0,120.3125,120.25,121.5
CUS_0x7233,26.25,40.875,30.0,159.65625,164.25,161.53125
CUS_0x7238,25.125,35.75,23.0,142.625,144.75,141.5625
CUS_0x7245,25.5,47.5,47.0,182.125,193.0,192.875
CUS_0x724a,26.875,51.75,39.0,187.0,196.25,193.0625
CUS_0x7250,24.375,54.0,47.0,190.6875,203.75,202.0
CUS_0x7251,23.625,45.25,43.0,170.5,180.75,180.1875
CUS_0x7255,24.75,54.25,38.0,185.3125,196.0,191.9375
CUS_0x7258,23.625,30.75,19.0,127.125,127.75,124.8125
CUS_0x725e,23.75,40.25,21.0,145.5625,149.0,144.1875
CUS_0x725f,21.5,37.375,22.0,135.65625,139.75,135.90625
CUS_0x7264,25.125,32.625,21.0,135.65625,136.5,133.59375
CUS_0x7266,21.375,52.75,40.0,175.75,188.25,185.0625
CUS_0x7269,21.75,46.375,37.0,163.28125,173.25,170.90625
CUS_0x7270,25.75,56.5,38.0,191.75,202.5,197.875
CUS_0x7278,24.375,32.0,23.0,134.1875,135.75,133.5
CUS_0x7279,25.25,55.875,47.0,196.15625,209.25,207.03125
CUS_0x727a,23.625,38.125,27.0,146.03125,150.5,147.71875
CUS_0x727e,22.625,48.75,48.0,177.875,190.75,190.5625
CUS_0x727f,21.0,51.0,35.0,168.0,179.0,175.0
CUS_0x7281,24.0,33.0,26.0,137.25,140.0,138.25
CUS_0x7283,24.25,43.125,38.0,164.59375,172.75,171.46875
CUS_0x7284,22.5,24.5,28.0,120.125,122.0,122.875
CUS_0x728f,25.0,56.0,48.0,196.5,210.0,208.0
CUS_0x729,25.5,37.5,27.0,149.625,153.0,150.375
CUS_0x7292,26.875,55.5,38.0,192.8125,202.75,198.375
CUS_0x72a0,23.0,39.0,30.0,148.25,154.0,151.75
CUS_0x72a7,22.0,40.5,41.0,156.625,166.0,166.125
CUS_0x72a8,21.25,53.0,39.0,175.125,187.5,184.0
CUS_0x72b0,24.5,47.75,36.0,171.8125,180.5,177.5625
CUS_0x72b2,24.75,40.875,31.0,156.65625,162.25,159.78125
CUS_0x72b4,27.75,39.875,20.0,154.15625,155.25,150.28125
CUS_0x72b6,24.0,39.25,22.0,145.1875,148.5,144.1875
CUS_0x72b7,33.5,55.0,46.0,214.5,223.0,220.75
CUS_0x72bc,24.25,38.25,31.0,150.8125,156.0,154.1875
CUS_0x72c0,23.25,41.875,33.0,156.15625,163.25,161.03125
CUS_0x72c1,22.0,44.0,32.0,156.0,164.0,161.0
CUS_0x72ce,21.5,41.375,35.0,152.40625,160.75,159.15625
CUS_0x72d2,23.5,40.875,26.0,149.78125,154.75,151.03125
CUS_0x72e3,25.25,50.25,37.0,178.8125,188.0,184.6875
CUS_0x72e9,21.5,34.5,36.0,141.125,148.0,148.375
CUS_0x72f3,24.375,46.25,45.0,175.625,186.25,185.9375
CUS_0x72f9,24.125,44.75,45.0,172.375,182.75,182.8125
CUS_0x72fb,24.5,51.875,40.0,182.03125,192.75,189.78125
CUS_0x72fe,20.875,39.75,22.0,138.25,143.25,138.8125
CUS_0x7303,24.125,30.25,27.0,133.5,135.75,134.9375
CUS_0x7304,24.125,27.25,17.0,120.75,119.75,117.1875
CUS_0x7307,20.125,37.375,20.0,130.71875,135.0,130.65625
CUS_0x730d,23.0,53.375,45.0,184.65625,197.75,195.65625
CUS_0x731,23.5,38.125,33.0,150.21875,156.25,154.96875
CUS_0x7312,21.75,55.5,49.0,188.25,203.50000000000003,201.875
CUS_0x7315,27.0,32.875,44.0,158.03125,163.75,166.53125
CUS_0x7319,24.375,41.5,35.0,159.8125,166.75,165.125
CUS_0x731c,25.0,40.0,19.0,146.75,149.0,143.75
CUS_0x7324,26.0,44.5,45.0,176.625,186.0,186.125
CUS_0x7327,25.75,50.875,45.0,187.15625,198.25,196.78125
CUS_0x732b,22.5,39.375,36.0,152.15625,159.75,158.90625
CUS_0x732d,24.5,38.75,34.0,154.5625,160.5,159.3125
CUS_0x7330,23.75,37.5,37.0,152.75,159.5,159.375
CUS_0x7334,23.875,43.5,41.0,166.5625,175.75,175.125
CUS_0x733c,21.875,45.125,27.0,153.90625,161.0,156.46875
CUS_0x7341,26.625,56.25,44.0,198.0,209.75,206.6875
CUS_0x7347,29.875,40.625,28.0,166.78125,169.0,165.84375
CUS_0x7348,24.25,52.5,47.0,187.75,200.5,199.125
CUS_0x734a,25.125,37.375,21.0,143.96875,146.0,141.90625
CUS_0x734d,21.125,25.375,37.0,124.96875,130.0,132.90625
CUS_0x735,23.0,27.0,24.0,122.75,124.0,123.25
CUS_0x7350,27.75,36.625,27.0,153.71875,155.75,153.34375
CUS_0x7351,25.5,36.0,20.0,141.75,143.0,139.0
CUS_0x7354,25.75,46.125,38.0,173.59375,181.75,179.71875
CUS_0x7357,25.5,53.5,39.0,186.625,197.00000000000003,193.375
CUS_0x735c,26.0,51.375,37.0,182.65625,191.75,188.15625
CUS_0x7369,28.25,41.375,45.0,176.78125,184.25,185.15625
CUS_0x7373,23.75,38.0,34.0,151.375,157.5,156.5
CUS_0x737a,40.5,43.5,37.0,205.125,205.0,203.375
CUS_0x7380,27.25,37.0,40.0,162.875,168.5,169.25
CUS_0x7387,20.875,36.125,32.0,139.40625,146.0,144.96875
CUS_0x738b,24.375,36.5,35.0,151.0625,156.75,156.375
CUS_0x738c,24.125,33.625,32.0,143.15625,147.5,147.09375
CUS_0x738f,24.0,37.875,46.0,160.78125,169.75,171.78125
CUS_0x739,35.0,42.25,38.0,189.9375,192.5,191.4375
CUS_0x7392,25.125,46.625,44.0,177.40625,187.5,186.84375
CUS_0x7394,24.125,53.75,45.0,188.125,200.75,198.5625
CUS_0x7398,20.25,35.375,21.0,128.28125,132.25,128.65625
CUS_0x73a5,21.5,33.875,21.0,128.78125,131.75,128.53125
CUS_0x73a6,24.0,35.5,19.0,136.375,138.0,133.875
CUS_0x73aa,21.875,43.75,41.0,162.0,172.25,171.5625
CUS_0x73ae,23.375,38.25,19.0,139.625,142.25,137.4375
CUS_0x73b1,25.125,31.75,23.0,135.625,136.75,134.5625
CUS_0x73b3,28.0,38.375,27.0,157.40625,159.75,156.90625
CUS_0x73bb,23.75,37.625,35.0,151.46875,157.75,157.09375
CUS_0x73c0,23.75,31.875,21.0,130.90625,132.25,129.53125
CUS_0x73c1,23.75,38.5,21.0,142.5,145.5,141.125
CUS_0x73c2,24.0,54.875,34.0,181.53125,191.75000000000003,186.53125
CUS_0x73cf,25.625,49.0,42.0,181.3125,191.25,189.5
CUS_0x73d,20.875,49.375,38.0,167.09375,178.5,175.65625
CUS_0x73d5,24.25,55.875,43.0,190.65625,203.25,200.03125
CUS_0x73d9,24.875,54.5,43.0,189.8125,201.75,198.875
CUS_0x73db,23.5,32.375,22.0,131.90625,133.75,131.15625
CUS_0x73de,21.0,41.75,30.0,148.0625,155.5,152.5625
CUS_0x73e4,21.75,52.0,47.0,180.625,194.5,193.25
CUS_0x73e6,26.0,44.0,33.0,166.75,173.0,170.25
CUS_0x73e8,28.625,57.625,46.0,206.90625,218.5,215.59375
CUS_0x73ec,25.25,40.375,29.0,155.53125,160.25000000000003,157.40625
CUS_0x73ee,25.875,50.75,44.0,186.5,197.25,195.5625
CUS_0x73ef,24.375,45.25,33.0,164.875,172.25,169.1875
CUS_0x73f1,23.5,53.625,44.0,185.59375,198.25,195.84375
CUS_0x73f9,23.75,39.125,35.0,154.09375,160.75,159.71875
CUS_0x73fb,21.625,45.375,49.0,170.21875,183.0,183.90625
CUS_0x7403,24.5,29.375,25.0,131.40625,132.75,131.65625
CUS_0x7405,25.625,41.0,36.0,162.8125,169.25,168.0
CUS_0x7409,22.0,56.125,42.0,184.71875,198.25,194.71875
CUS_0x741,23.875,41.5,46.0,166.8125,176.75,177.875
CUS_0x7411,23.625,46.0,46.0,174.0625,185.25000000000003,185.25
CUS_0x7414,21.625,42.5,39.0,157.6875,167.25,166.375
CUS_0x7418,24.75,52.75,38.0,182.6875,193.0,189.3125
CUS_0x741b,23.75,43.375,35.0,161.53125,169.25,167.15625
CUS_0x741d,25.625,44.5,42.0,173.4375,182.25,181.625
CUS_0x7423,24.875,46.875,44.0,177.21875,187.5,186.78125
CUS_0x7429,24.875,49.375,44.0,181.59375,192.5,191.15625
CUS_0x742c,25.625,43.625,33.0,165.15625,171.5,168.84375
CUS_0x7430,27.5,41.0,39.0,169.75,176.0,175.5
CUS_0x7438,23.625,44.0,32.0,160.0625,167.25,164.25
CUS_0x743f,26.5,45.125,45.0,178.96875,188.25,188.21875
CUS_0x7443,22.0,35.25,34.0,142.1875,148.5,148.1875
CUS_0x7447,21.625,30.25,39.0,136.25,142.75,144.9375
CUS_0x744b,24.125,33.75,20.0,134.375,135.75,132.3125
CUS_0x744c,25.0,44.25,37.0,167.6875,175.5,173.6875
CUS_0x744f,19.25,35.25,17.0,122.5625,126.0,121.4375
CUS_0x7450,23.75,56.75,42.0,190.1875,203.0,199.3125
CUS_0x7453,24.875,34.875,25.0,141.96875,144.5,142.03125
CUS_0x7459,25.0,58.0,49.0,200.75,215.0,212.75
CUS_0x745a,24.75,38.5,27.0,149.5,153.5,150.625
CUS_0x745b,24.5,40.375,32.0,155.90625,161.75,159.65625
CUS_0x746,24.375,50.875,46.0,184.46875,196.5,195.28125
CUS_0x7462,38.25,53.75,47.0,224.9375,231.0,229.3125
CUS_0x7467,24.625,48.875,45.0,180.84375,192.0,191.03125
CUS_0x7468,24.0,53.125,43.0,185.21875,197.25,194.71875
CUS_0x746c,26.0,43.75,40.0,171.5625,179.5,178.5625
CUS_0x746e,24.0,51.75,39.0,179.8125,190.50000000000003,187.3125
CUS_0x7473,24.125,57.5,38.0,189.4375,201.25,196.375
CUS_0x7478,26.0,37.25,34.0,155.6875,160.5,159.6875
CUS_0x747a,20.875,37.5,42.0,149.3125,158.75,159.875
CUS_0x748,23.75,31.375,29.0,136.03125,139.25,138.65625
CUS_0x7480,21.875,43.25,36.0,157.375,166.25,164.4375
CUS_0x7483,23.875,55.375,46.0,191.09375,204.5,202.15625
CUS_0x7486,23.75,48.0,34.0,168.875,177.5,174.0
CUS_0x748d,24.25,54.0,43.0,187.375,199.5,196.75
CUS_0x748e,30.125,39.375,23.0,161.46875,162.0,157.90625
CUS_0x7494,24.0,61.75,49.0,204.8125,220.50000000000003,217.3125
CUS_0x749e,24.25,38.875,22.0,145.15625,148.25,144.03125
CUS_0x74a3,21.875,40.75,28.0,147.0,153.25,150.0625
CUS_0x74a6,28.0,58.5,45.0,206.125,218.00000000000003,214.625
CUS_0x74b1,20.5,35.25,30.0,135.4375,141.5,140.1875
CUS_0x74b2,21.125,41.875,32.0,150.09375,158.0,155.53125
CUS_0x74bd,21.75,44.625,31.0,155.71875,163.75,160.34375
CUS_0x74bf,23.875,30.0,20.0,127.1875,127.75,125.25
CUS_0x74c,23.75,49.0,38.0,173.625,183.5,180.75
CUS_0x74c7,24.75,52.625,36.0,180.96875,190.75,186.59375
CUS_0x74c9,25.625,31.875,33.0,144.59375,148.0,148.28125
CUS_0x74d2,22.25,46.625,45.0,170.96875,182.75,182.34375
CUS_0x74d5,22.0,53.75,43.0,181.3125,194.5,191.8125
CUS_0x74db,27.25,28.5,21.0,133.75,132.5,130.625
CUS_0x74e5,23.75,55.25,43.0,188.3125,201.0,197.9375
CUS_0x74e7,23.25,32.875,31.0,138.90625,143.25,142.78125
CUS_0x74e8,23.625,58.5,43.0,193.6875,207.25000000000003,203.375
CUS_0x74e9,21.625,40.625,34.0,150.65625,158.5,156.84375
CUS_0x74ef,24.5,49.5,39.0,177.125,187.0,184.375
CUS_0x74f2,21.875,52.375,39.0,175.59375,187.5,184.15625
CUS_0x74f5,21.0,34.875,22.0,130.03125,133.75,130.53125
CUS_0x74f7,21.125,46.125,45.0,167.28125,179.5,179.21875
CUS_0x74f9,24.0,58.75,45.0,196.5625,210.5,207.0625
CUS_0x74fa,24.875,55.0,37.0,186.1875,196.75,192.25
CUS_0x74fc,26.0,41.125,38.0,165.46875,172.25,171.46875
CUS_0x7500,24.125,45.75,48.0,176.375,187.75,188.3125
CUS_0x7504,23.75,39.875,36.0,156.15625,163.25,162.28125
CUS_0x7512,22.0,47.125,43.0,169.71875,181.25,180.21875
CUS_0x7517,24.125,40.5,22.0,147.6875,151.25,146.625
CUS_0x751b,22.125,31.5,41.0,141.1875,148.25,150.625
CUS_0x751c,23.25,45.0,40.0,166.875,176.5,175.25
CUS_0x7523,21.25,46.375,46.0,168.78125,181.25,181.15625
CUS_0x7526,24.0,53.5,39.0,182.875,194.00000000000003,190.375
CUS_0x7527,34.625,41.375,30.0,181.46875,182.0,179.15625
CUS_0x7528,23.75,37.875,29.0,147.40625,152.25,150.03125
CUS_0x752b,21.625,49.25,45.0,174.0,186.75,185.6875
CUS_0x752c,21.0,59.875,46.0,191.78125,207.75,204.28125
CUS_0x752e,21.0,52.125,47.0,178.96875,193.25,191.96875
CUS_0x752f,39.375,44.875,39.0,206.21875,207.5,206.03125
CUS_0x753,21.875,58.875,47.0,192.96875,208.5,205.53125
CUS_0x7532,26.0,52.375,36.0,183.65625,192.75,188.65625
CUS_0x753c,23.75,31.25,20.0,129.0625,130.0,127.1875
CUS_0x753d,25.125,31.625,27.0,138.40625,140.5,139.34375
CUS_0x753f,26.0,58.0,32.0,190.5,200.0,193.5
CUS_0x7541,21.75,39.0,28.0,143.625,149.5,146.75
CUS_0x7542,25.875,53.125,37.0,185.40625,195.0,190.96875
CUS_0x7545,25.625,46.0,46.0,179.0625,189.25,189.25
CUS_0x7546,30.375,43.875,31.0,175.96875,179.5,176.28125
CUS_0x7547,21.375,42.0,24.0,144.9375,150.75,146.25
CUS_0x754c,26.0,35.5,18.0,140.625,141.0,136.625
CUS_0x754d,26.75,58.75,38.0,198.1875,209.0,203.8125
CUS_0x754e,27.875,48.375,44.0,187.34375,196.5,195.40625
CUS_0x7551,28.25,36.125,27.0,154.09375,155.75,153.46875
CUS_0x7558,26.875,54.875,45.0,196.96875,208.5,206.03125
CUS_0x755b,21.25,54.0,45.0,181.375,195.5,193.25
CUS_0x755e,21.125,33.625,18.0,125.15625,127.5,123.59375
CUS_0x7561,23.875,34.5,25.0,138.8125,141.75,139.375
CUS_0x7562,21.25,53.0,38.0,174.375,186.5,182.75
CUS_0x7563,22.0,38.25,36.0,148.9375,156.5,155.9375
CUS_0x756a,25.25,38.0,22.0,146.125,148.5,144.5
CUS_0x756d,20.875,36.75,36.0,143.5,151.25,151.0625
CUS_0x756e,28.75,39.0,30.0,162.625,165.5,163.25
CUS_0x756f,27.875,57.625,42.0,202.03125,213.0,209.09375
CUS_0x757,24.375,41.875,38.0,162.71875,170.5,169.53125
CUS_0x7570,39.875,42.125,38.0,201.90625,202.0,200.96875
CUS_0x7577,24.75,49.0,47.0,182.875,194.5,194.0
CUS_0x757d,24.875,37.625,22.0,144.53125,147.0,143.09375
CUS_0x7580,25.75,42.625,29.0,160.71875,165.75,162.34375
CUS_0x7586,23.75,38.25,26.0,145.8125,150.0,146.9375
CUS_0x758c,26.125,44.0,33.0,167.0625,173.25,170.5
CUS_0x758e,24.75,41.625,42.0,166.21875,174.75,174.84375
CUS_0x758f,24.375,43.75,34.0,163.0,170.25,167.8125
CUS_0x7590,23.625,37.125,35.0,150.28125,156.5,155.96875
CUS_0x7594,26.0,35.25,33.0,151.4375,155.5,154.9375
CUS_0x7595,24.5,52.375,45.0,186.65625,198.75,196.90625
CUS_0x7597,23.75,31.375,20.0,129.28125,130.25,127.40625
CUS_0x759c,21.625,47.875,47.0,173.09375,186.0,185.78125
CUS_0x75a0,24.625,37.0,28.0,147.3125,151.25,149.0
CUS_0x75a4,23.75,54.125,45.0,187.84375,200.75,198.46875
CUS_0x75aa,23.75,34.0,24.0,136.875,139.5,137.0
CUS_0x75b1,23.125,32.5,23.0,131.9375,134.25,131.875
CUS_0x75ba,19.875,29.75,23.0,119.0,122.25,120.5625
CUS_0x75c4,21.5,37.625,24.0,137.59375,142.25,138.84375
CUS_0x75c6,21.25,55.75,44.0,183.6875,198.0,195.0625
CUS_0x75ca,21.375,38.125,23.0,137.40625,142.0,138.21875
CUS_0x75ce,22.0,50.0,39.0,171.75,183.0,180.25
CUS_0x75d3,29.25,54.375,37.0,196.03125,204.25,199.90625
CUS_0x75d8,21.25,45.0,48.0,167.875,180.5,181.25
CUS_0x75e,21.0,41.875,37.0,153.53125,162.75,161.53125
CUS_0x75e3,28.375,35.125,29.0,154.15625,156.0,154.46875
CUS_0x75e8,25.375,47.625,36.0,173.78125,182.0,179.09375
CUS_0x75ee,24.875,56.375,46.0,195.34375,208.5,205.90625
CUS_0x75ef,24.0,44.875,36.0,165.53125,173.75,171.53125
CUS_0x75f,23.875,38.375,37.0,154.59375,161.5,161.15625
CUS_0x75f0,27.0,37.5,34.0,158.625,163.0,162.125
CUS_0x75f2,24.625,55.875,45.0,193.09375,206.0,203.28125
